Dictionary sequence,SFCategory,ADIT category mandatory,ADIT category view type,ADIT super category ID,ADIT super category,ADIT category group ID,ADIT category view name,Tag,BMRB current,Query prompt,Query interface,SG Mandatory,,ADIT exists,User full view,Metabolomics,Metabolites,SENCI,Fragment library,Item enumerated,Item enumeration closed,Enum parent SFcategory,Enum parent tag,Derived enumeration mantable,Derived enumeration,ADIT item view name,Data Type,Nullable,Non-public,ManDBTableName,ManDBColumnName,Row Index Key,Saveframe ID tag,Source Key,Table Primary Key,Foreign Key Group,Foreign Table,Foreign Column,Secondary index,Sub category,Units,Loopflag,Seq,Adit initial rows,Enumeration ties,Mandatory code overides,Overide value,Overide view value,ADIT auto insert,Example,Prompt,Interface,bmrbPdbMatchID,bmrbPdbTransFunc,STAR flag,DB flag,SfNamelFlg,Sf category flag,Sf pointer,Natural primary key,Natural foreign key,obsolete tag,Parent tag,public,internal,small molecule,small molecule,metabolomics,Entry completeness,Overide public,internal,small molecule,small molecule,metabolomic,metabolomic,default value,Adit form code,Tag category,Tag field,Local key,Datum count flag,NEF equivalent,mmCIF equivalent,Meta data,Tag delete,BMRB data type,STAR vs Curated DB,Key group,Reference table,Reference column,Dictionary description,variableTypeMatch,entryIdFlg,outputMapExistsFlg,lclSfIdFlg,Met ADIT category view name,Met Example,Met Prompt,Met Description,SM Struct ADIT-NMR category view name,SM Struct Example,SM Struct Prompt,SM Struct Description,Met default value,SM default value
790,deposited_data_files,N,T6,1,entry_information,9,Upload data,_Upload_data.Deposited_data_files_ID,,,,,,Y,H,,B,,,N,,,,,,Deposited data files ID,INTEGER,NOT NULL,Y,,,N,N,,Y,,Deposited_data_files,ID,,,,Y,90,,,,,,5,1,n/a,Pointer to '_Deposited_data_files.ID',?,?,Y,Y,N,N,N,,,,_Deposited_data_files.ID,I,V,,,,,I,I,,,,,?,0,Upload_data,Deposited_data_files_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_Deposited_data_files.ID',,N,,Y,Upload data,1,n/a,Pointer to '_Deposited_data_files.ID',,,,?,?,?
800,study_list,Y,R,1,entry_information,10,Study list,_Study_list.Sf_category,,,,,,Y,H,,B,,,N,,,,,,Sf category,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,710,,,,,,1,study,Sf category,Category assigned to the information in the save frame.,?,?,Y,Y,N,Y,N,,,,,M,M,,,,,M,M,,,,,?,0,Study_list,Sf_category,?,?,N,,Y,N,code,,,,,Category assigned to the information in the save frame.,,N,,?,Study list,study,Sf category,Category assigned to the information in the save frame.,,,,?,?,?
810,study_list,Y,R,1,entry_information,10,Study list,_Study_list.Sf_framecode,,,,,,Y,H,,B,,,N,,,,,,Sf framecode,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,720,,,,,,2,study,Study list label,Character string that is unique to the save frame within the data block defined by a specific entry.  The character string names the save frame and may be used to reference or to point to the save frame later in the data block.,?,?,Y,Y,Y,N,N,,,,,M,M,,,,,M,M,,,,,?,0,Study_list,Sf_framecode,?,?,N,,Y,N,framecode,,,,,Character string that is unique to the save frame within the data block defined by a specific entry.  The character string names the save frame and may be used to reference or to point to the save frame later in the data block.,,N,,?,Study list,study,Study list label,Character string that is unique to the save frame within the data block defined by a specific entry.  The character string names the save frame and may be used to reference or to point to the save frame later in the data block.,,,,?,?,?
820,study_list,Y,R,1,entry_information,10,Study list,_Study_list.Entry_ID,,,,,,Y,H,,B,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Entry,ID,,,,N,730,,,,,,3,4567,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,M,M,,,,,M,M,,,,,?,0,Study_list,Entry_ID,Y,?,N,,Y,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,Study list,4567,n/a,Pointer to '_Entry.ID',,,,?,?,?
830,study_list,Y,R,1,entry_information,10,Study list,_Study_list.Sf_ID,,,,,,Y,H,,B,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,Y,,,,,,,,N,740,,,,,,4,32,n/a,An integer value that is the unique identifier for the save frame that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,?,?,Y,Y,N,N,N,,,,,I,I,,,,,I,I,,,,,?,0,Study_list,Sf_ID,?,?,N,,Y,N,int,,,,,An interger value that is the unique identifier for the save frame that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,,N,,?,Study list,32,n/a,An integer value that is the unique identifier for the save frame that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,,,,?,?,?
840,study_list,Y,R,1,entry_information,10,Study list,_Study_list.ID,,,,,,Y,H,,B,,,N,,,,,,ID,INTEGER,NOT NULL,,,,N,N,Y,Y,,,,,,,N,750,,,,,,5,1,n/a,An integer value that uniquely identifies one Study_list save frame from all other Study_list save frames in the entry.,?,?,Y,Y,N,N,N,,,,,M,M,,,,,M,M,,,,,?,0,Study_list,ID,Y,?,N,,Y,N,int,,,,,Unique value identifying this save frame of category study_list within an entry.,,N,,Y,Study list,1,n/a,An integer value that uniquely identifies one Study_list save frame from all other Study_list save frames in the entry.,,,,?,?,?
850,study_list,Y,T6,1,entry_information,10,Study,_Study.ID,,,,,,Y,H,,B,,,N,,,,,,ID,INTEGER,NOT NULL,,,,N,N,Y,Y,,,,,,,Y,10,,,,,,0,1,Unique code that identifies a specific study.,Unique code that identifies a specific study.,?,?,Y,Y,N,N,N,,,,,M,M,,,,,M,M,,,,,?,1,Study,ID,Y,?,N,,Y,N,int,,,,,Unique code that identifies a specific study.,,N,,?,Study,1,Unique code that identifies a specific study.,Unique code that identifies a specific study.,,,,?,?,?
860,study_list,Y,T6,1,entry_information,10,Study,_Study.Name,,,,,,Y,H,,B,,,N,,,,,,Name,TEXT,NOT NULL,,,,N,N,,,,,,,,,Y,20,,,,,,0,Investigation of cytochrome b in the molten globule state,Study name,If this deposition combined with past entries or entries planned for the future will constitute a 'study' of a biopolymer$ a name for the study can be entered in this field.  The name should be brief but descriptive similar to the title of a paper or review.,?,?,Y,Y,N,N,N,,,,,M,M,,,,,M,M,,,,,?,1,Study,Name,?,?,N,,Y,N,text,,,,,Descriptive name given to a 'study' where a study is a collection of entries containing data for a set of related molecular systems or for a single molecular system but published in more than one citation (i.e. chemical shifts in one publication and atomi,,N,,?,Study,Investigation of cytochrome b in the molten globule state,Study name,If this deposition combined with past entries or entries planned for the future will constitute a 'study' of a biopolymer$ a name for the study can be entered in this field.  The name should be brief but descriptive similar to the title of a paper or review.,,,,?,?,?
870,study_list,Y,T6,1,entry_information,10,Study,_Study.Type,,,,,,Y,H,,B,,,Y,N,,,,,Type,VARCHAR(127),,,,,N,N,,,,,,,,,Y,30,,,,,,0,structure study,Study type,A brief phrase that describes the study that was conducted.  An enumerated list of types will be provided but an author will be able to provide their own description if none of the enumerated values are appropriate.,?,?,Y,Y,N,N,N,,,,,M,M,,,,,M,M,,,,,?,1,Study,Type,?,?,N,,Y,N,line,,,,,A brief phrase that describes the study that was conducted.  An enumerated list of types will be provided but an author will be able to provide their own description if none of the enumerated values are appropriate.,,N,,?,Study,structure study,Study type,A brief phrase that describes the study that was conducted.  An enumerated list of types will be provided but an author will be able to provide their own description if none of the enumerated values are appropriate.,,,,?,?,?
880,study_list,Y,T6,1,entry_information,10,Study,_Study.Details,,,,,,Y,H,,B,,,N,,,,,,Details,TEXT,,,,,N,N,,,,,,,,,Y,40,,,,,,0,The data from the entries that make up this study were used to determine the structure and dynamics of ribonuclease T1.,Enter a text description of the study.,Enter a text description of the study.  This could be a brief statement or a more complete description similar to an abstract.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,2,Study,Details,?,?,N,,Y,N,text,,,,,Text information relevant to the study are entered as a value for this tag.  This tag is often used to include information that cannot be associated with a specific tag in the save frame but is important for the entry. The information entered must supplem,,N,,?,Study,The data from the entries that make up this study were used to determine the structure and dynamics of ribonuclease T1.,Enter a text description of the study.,Enter a text description of the study.  This could be a brief statement or a more complete description similar to an abstract.,,,,?,?,?
890,study_list,Y,T6,1,entry_information,10,Study,_Study.Sf_ID,,,,,,Y,H,,B,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,,,,Study_list,Sf_ID,,,,Y,50,,,,,,4,32,n/a,Pointer to '_Study_list.Sf_ID',?,?,Y,Y,N,N,N,,,,_Study_list.Sf_ID,I,I,,,,,I,I,,,,,?,0,Study,Sf_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Study_list.Sf_ID',,N,,?,Study,32,n/a,Pointer to '_Study_list.Sf_ID',,,,?,?,?
900,study_list,Y,T6,1,entry_information,10,Study,_Study.Entry_ID,,,,,,Y,H,,B,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Study_list,Entry_ID,,,,Y,60,,,,,,3,4567,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,M,M,,,,,V,V,,,,,?,0,Study,Entry_ID,?,?,N,,Y,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,Study,4567,n/a,Pointer to '_Entry.ID',,,,?,?,?
910,study_list,Y,T6,1,entry_information,10,Study,_Study.Study_list_ID,,,,,,Y,H,,B,,,N,,,,,,Study list ID,INTEGER,NOT NULL,,,,N,N,,Y,,Study_list,ID,,,,Y,70,,,,,,5,1,n/a,Pointer to '_Study_list.ID',?,?,Y,Y,N,N,N,,,,_Study_list.ID,M,M,,,,,M,M,,,,,?,0,Study,Study_list_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_Study_list.ID',,N,,Y,Study,1,n/a,Pointer to '_Study_list.ID',,,,?,?,?
920,study_list,Y,T6,1,entry_information,10,Study keyword,_Study_keyword.Study_ID,,,,,,Y,H,,B,,,N,,,,,,Study ID,INTEGER,NOT NULL,,,,N,N,,Y,,Study,ID,,,,Y,10,2,,,,,0,21,n/a,Pointer to '_Study.ID',?,?,Y,Y,N,N,N,,,,_Study.ID,O,O,,,,,M,M,,,,,?,0,Study_keyword,Study_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_Study.ID',,N,,?,Study keyword,21,n/a,Pointer to '_Study.ID',,,,?,?,?
930,study_list,Y,T6,1,entry_information,10,Study keyword,_Study_keyword.Keyword,,,,,,Y,H,,B,,,N,,,,,,Keyword,VARCHAR(127),NOT NULL,,,,N,N,,Y,,,,,,,Y,20,2,,,,,0,IDP RNA Interaction,Keyword(s) describing the study,Enter one or more words or brief phrases that can be used to classify the study for easy search and retrieval.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Study_keyword,Keyword,Y,?,N,,Y,N,line,,,,,A word or brief phrase that can be used to describe or classify the study.,,N,,?,Study keyword,IDP RNA Interaction,Keyword(s) describing the study,Enter one or more words or brief phrases that can be used to classify the study for easy search and retrieval.,,,,?,?,?
940,study_list,Y,T6,1,entry_information,10,Study keyword,_Study_keyword.Sf_ID,,,,,,Y,H,,B,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,,,,Study_list,Sf_ID,,,,Y,30,2,,,,,4,32,n/a,Pointer to '_Study_list.Sf_ID',?,?,Y,Y,N,N,N,,,,_Study_list.Sf_ID,I,I,,,,,I,I,,,,,?,0,Study_keyword,Sf_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Study_list.Sf_ID',,N,,?,Study keyword,32,n/a,Pointer to '_Study_list.Sf_ID',,,,?,?,?
950,study_list,Y,T6,1,entry_information,10,Study keyword,_Study_keyword.Entry_ID,,,,,,Y,H,,B,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Study_list,Entry_ID,,,,Y,40,2,,,,,3,4567,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,O,O,,,,,V,V,,,,,?,0,Study_keyword,Entry_ID,?,?,N,,Y,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,Study keyword,4567,n/a,Pointer to '_Entry.ID',,,,?,?,?
960,study_list,Y,T6,1,entry_information,10,Study keyword,_Study_keyword.Study_list_ID,,,,,,Y,H,,B,,,N,,,,,,Study list ID,INTEGER,NOT NULL,,,,N,N,,Y,,Study_list,ID,,,,Y,50,2,,,,,5,1,n/a,Pointer to '_Study_list.ID',?,?,Y,Y,N,N,N,,,,_Study_list.ID,O,O,,,,,M,M,,,,,?,0,Study_keyword,Study_list_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_Study_list.ID',,N,,Y,Study keyword,1,n/a,Pointer to '_Study_list.ID',,,,?,?,?
970,study_list,Y,T6,1,entry_information,10,Study entry list,_Study_entry_list.Study_ID,,,,,,Y,H,,B,,,N,,,,,,Study ID,INTEGER,NOT NULL,,,,N,N,,Y,,Study,ID,,,,Y,10,2,,,,,0,,Study ID,Pointer to '_Study.ID' not within the entry but across the database.,?,?,Y,Y,N,N,N,,,,_Study.ID,O,O,,,,,M,M,,,,,?,1,Study_entry_list,Study_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_Study.ID' not within the entry but across the database.,,N,,?,Study entry list,,Study ID,Pointer to '_Study.ID' not within the entry but across the database.,,,,?,?,?
980,study_list,Y,T6,1,entry_information,10,Study entry list,_Study_entry_list.BMRB_accession_code,,,,,,Y,H,,B,,,N,,,,,,BMRB accession code,CHAR(12),NOT NULL,,,,N,N,,Y,,,,,,,Y,20,2,,,,,0,20345,BMRB accession number for an entry in the study,Enter the BMRB accession number(s) for the entries that are members of the study.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,M,M,,,,,?,1,Study_entry_list,BMRB_accession_code,Y,?,N,,Y,N,code,,,,,BMRB accession number for an entry that is a member of the study.,,N,,?,Study entry list,20345,BMRB accession number for an entry in the study,Enter the BMRB accession number(s) for the entries that are members of the study.,,,,?,?,?
990,study_list,Y,T6,1,entry_information,10,Study entry list,_Study_entry_list.BMRB_entry_description,,,,,,Y,H,,B,,,N,,,,,,BMRB entry description,VARCHAR(127),,,,,N,N,,,,,,,,,Y,30,2,,,,,0,Assigned chemical shift entry,Description for BMRB entry,A brief description defining the relationship between the entry and the study.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Study_entry_list,BMRB_entry_description,?,?,N,,Y,N,line,,,,,A keyword defining the relationship between the entry and the study.,,N,,?,Study entry list,Assigned chemical shift entry,Description for BMRB entry,A brief description defining the relationship between the entry and the study.,,,,?,?,?
1000,study_list,Y,T6,1,entry_information,10,Study entry list,_Study_entry_list.Details,,,,,,Y,H,,B,,,N,,,,,,Details,TEXT,,,,,N,N,,,,,,,,,Y,40,2,,,,,0,Complete 13C 15N and 1H chemical shift assignments.,Text details concerning BMRB entry,Text providing additional information describing the relationship between the entry and the study.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,2,Study_entry_list,Details,?,?,N,,Y,N,text,,,,,Text providing additional information describing the relationship between the entry and the study.,,N,,?,Study entry list,Complete 13C 15N and 1H chemical shift assignments.,Text details concerning BMRB entry,Text providing additional information describing the relationship between the entry and the study.,,,,?,?,?
1010,study_list,Y,T6,1,entry_information,10,Study entry list,_Study_entry_list.Sf_ID,,,,,,Y,H,,B,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,,,,Study_list,Sf_ID,,,,Y,50,2,,,,,4,32,n/a,Pointer to '_Study_list.Sf_ID',?,?,Y,Y,N,N,N,,,,_Study_list.Sf_ID,I,I,,,,,I,I,,,,,?,0,Study_entry_list,Sf_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Study_list.Sf_ID',,N,,?,Study entry list,32,n/a,Pointer to '_Study_list.Sf_ID',,,,?,?,?
1020,study_list,Y,T6,1,entry_information,10,Study entry list,_Study_entry_list.Entry_ID,,,,,,Y,H,,B,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Study_list,Entry_ID,,,,Y,60,2,,,,,3,4567,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,O,O,,,,,V,V,,,,,?,0,Study_entry_list,Entry_ID,?,?,N,,Y,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,Study entry list,4567,n/a,Pointer to '_Entry.ID',,,,?,?,?
1030,study_list,Y,T6,1,entry_information,10,Study entry list,_Study_entry_list.Study_list_ID,,,,,,Y,H,,B,,,N,,,,,,Study list ID,INTEGER,NOT NULL,,,,N,N,,Y,,Study_list,ID,,,,Y,70,2,,,,,5,1,n/a,Pointer to '_Study_list.ID',?,?,Y,Y,N,N,N,,,,_Study_list.ID,O,O,,,,,M,M,,,,,?,0,Study_entry_list,Study_list_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_Study_list.ID',,N,,Y,Study entry list,1,n/a,Pointer to '_Study_list.ID',,,,?,?,?
1040,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Sf_category,,,,,,Y,H,,B,,,N,,,,,,Sf category,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,760,,,,,,1,entry_information,n/a,Category assigned to the information in the save frame.,?,?,Y,Y,N,Y,N,,,,,V,V,,,,M,V,V,,,,,?,0,Entry,Sf_category,?,?,Y,,Y,N,code,,,,,Category assigned to the information in the save frame.,,N,,?,Entry information,entry_information,n/a,Category assigned to the information in the save frame.,,,,?,?,?
1050,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Sf_framecode,,,,,,Y,H,,B,,,N,,,,,,Sf framecode,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,770,,,,,,2,entry_information,n/a,STAR framecode for this save frame.  The value is defined as 'entry_information' for the entry information save frame in each entry.,?,?,Y,Y,Y,N,N,,,,,V,V,,,,,I,I,,,,,?,0,Entry,Sf_framecode,?,?,Y,,Y,N,framecode,,,,,STAR framecode for this save frame.  The value is defined as 'entry_information' for the entry information save frame in each entry.,,N,,?,Entry information,entry_information,n/a,STAR framecode for this save frame.  The value is defined as 'entry_information' for the entry information save frame in each entry.,,,,?,?,?
1060,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Sf_ID,,,,,,Y,H,,B,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,Y,,,,,,,,N,780,,,,,,4,?,n/a,An integer value that is the unique identifier for the save frame that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,?,?,Y,Y,N,N,N,,,,,I,I,,,,,I,I,,,,,?,0,Entry,Sf_ID,?,?,N,,Y,N,int,,,,,An interger value that is the unique identifier for the save frame that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,,N,,?,Entry information,?,n/a,An integer value that is the unique identifier for the save frame that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,,,,?,?,?
1070,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.ID,,Entry ID,C,,,Y,H,,B,,,N,,,,,,ID,CHAR(12),NOT NULL,,,,N,N,Y,Y,,,,,,,N,790,,,,,,3,4181,BMRB accession code,BMRB accession number for this entry.,10414,1,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,?,0,Entry,ID,Y,?,N,,Y,N,code,,,,,BMRB accession number for this entry,,Y,,Y,Entry information,4181,BMRB accession code,BMRB accession number for this entry.,,,,?,?,?
1080,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Title,,Title,C,,,Y,Y,,B,,,N,,,,,,Title,TEXT,NOT NULL,,,,N,N,,,,,,,,,N,800,,,,,,0,Backbone 1H$ 13C$ and 15N Chemical Shift Assignments for Lysozyme,Entry title,Enter a descriptive title for the entry$ something similar to the title of a scientific paper.,10415,1,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,?,1,Entry,Title,?,?,N,,Y,N,text,,,,,A descriptive title for the entry.  Something similar to the title of a scientific paper.,,N,,?,Entry information,Backbone 1H$ 13C$ and 15N Chemical Shift Assignments for Lysozyme,Entry title,Enter a descriptive title for the entry$ something similar to the title of a scientific paper.,,,,?,?,?
1090,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Type,,Entry type,C,,,Y,H,,B,,,Y,Y,,,,,Type,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,810,,,,,,0,,n/a,?,?,?,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,macromolecule,1,Entry,Type,?,?,N,,Y,N,line,,,,,The BMRB entry type with respect to the type of molecular system studied.,,N,,?,Entry information,,n/a,?,,,,?,?,?
1100,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Version_type,,,,,,Y,H,,B,,,Y,Y,,,,,Version type,VARCHAR(31),NOT NULL,,,,N,N,,,,,,,,,N,820,,,,,,0,original,Type of entry,Defines whether the current version of the entry is the original version or an updated version.,?,?,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,original,0,Entry,Version_type,?,?,N,,Y,N,line,,,,,Defines whether the current version of the entry is the original version or an updated version.,,N,,?,Entry information,original,Type of entry,Defines whether the current version of the entry is the original version or an updated version.,,,,?,?,?
1110,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Submission_date,,Submission date,C,,,Y,H,,B,,,N,,,,,,Submission date,DATETIME year to day,NOT NULL,,,,N,N,,,,,,,,,N,830,,,,,,0,1999-07-03',Submission date,Date the entry was submitted to BMRB.,119,1,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,?,0,Entry,Submission_date,?,?,N,,Y,N,yyyy-mm-dd,,,,,Date the entry was submitted to BMRB.,,N,,?,Entry information,1999-07-03',Submission date,Date the entry was submitted to BMRB.,,,,?,?,?
1120,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Accession_date,,,,,,Y,H,,B,,,N,,,,,,Accession date,DATETIME year to day,NOT NULL,,,,N,N,,,,,,,,,N,840,,,,,,0,1999-07-04',Accession date,Date BMRB accession number was assigned to the entry.,119,1,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,?,0,Entry,Accession_date,?,?,N,,Y,N,yyyy-mm-dd,,,,,Date BMRB accession number was assigned to the entry.,,N,,?,Entry information,1999-07-04',Accession date,Date BMRB accession number was assigned to the entry.,,,,?,?,?
1130,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Last_release_date,,,,,,Y,H,,B,,,N,,,,,,Last release date,DATETIME year to day,,,,,N,N,,,,,,,,,N,850,,,,,,0,2002-01-12',Latest release date,Date the current version of th entry was released.,?,?,Y,Y,N,N,N,,,,,V,O,,,,,V,V,,,,,?,0,Entry,Last_release_date,?,?,N,,Y,N,yyyy-mm-dd,,,,,Date the current version of th entry was released.,,N,,?,Entry information,2002-01-12',Latest release date,Date the current version of th entry was released.,,,,?,?,?
1140,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Original_release_date,,Original release date,,,,Y,H,,B,,,N,,,,,,Original release date,DATETIME year to day,,,,,N,N,,,,,,,,,N,860,,,,,,0,2002-03-21',Original release date,Date the entry was originally released.,?,?,Y,Y,N,N,N,,,,,V,O,,,,,V,V,,,,,?,0,Entry,Original_release_date,?,?,N,,Y,N,yyyy-mm-dd,,,,,Date the entry was originally released.,,N,,?,Entry information,2002-03-21',Original release date,Date the entry was originally released.,,,,?,?,?
1150,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Origination,,,,,,Y,H,,B,,,N,,,,,,Origination,VARCHAR(31),NOT NULL,,,,N,N,,,,,,,,,N,870,,,,,,0,author,Entry origination,The value to this tag defines who entered the original data into the database.  Entries taken from the literature and entered by BMRB staff are marked 'BMRB.'  Entries supplied by authors are marked 'author' and entries taken from the PDB will be marked ',?,?,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,author,0,Entry,Origination,?,?,N,,Y,N,line,,,,,The value to this tag defines who entered the original data into the database.  Entries taken from the literature and entered by BMRB staff are marked 'BMRB.'  Entries supplied by authors are marked 'author' and entries taken from the PDB will be marked ',,N,,?,Entry information,author,Entry origination,The value to this tag defines who entered the original data into the database.  Entries taken from the literature and entered by BMRB staff are marked 'BMRB.'  Entries supplied by authors are marked 'author' and entries taken from the PDB will be marked ',,,,?,?,?
1160,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Format_name,,,,,,Y,H,,B,,,Y,Y,,,,,Format name,VARCHAR(127),,,,,N,N,,,,,,,,,N,880,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,Entry,Format_name,?,?,Y,,Y,N,line,,,,,The name of the file format being used to express this data set.,,N,,?,Entry information,?,n/a,?,,,,?,?,?
1170,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.NMR_STAR_version,,,,,,Y,H,,B,,,Y,N,,,,,NMR STAR version,VARCHAR(31),NOT NULL,,,,N,N,,,,,,,,,N,890,,,,,,0,3.2.0.0,NMR STAR version,Version of NMR-STAR in which the current entry is formatted.,?,?,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,3.2.10.4,0,Entry,NMR_STAR_version,?,?,Y,,Y,N,line,,,,,Version of NMR-STAR in which the current entry is formatted.,,N,,?,Entry information,3.2.0.0,NMR STAR version,Version of NMR-STAR in which the current entry is formatted.,,,,?,?,?
1180,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.NMR_STAR_dict_location,,,,,,Y,H,,B,,,N,,,,,,NMR STAR dict location,VARCHAR(255),,,,,N,N,,,,,,,,,N,900,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,Entry,NMR_STAR_dict_location,?,?,N,,Y,N,line,,,,,Location where the dictionary relevant to this entry content can be found.,,N,,?,Entry information,?,n/a,?,,,,?,?,?
1190,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Original_NMR_STAR_version,,,,,,Y,H,,B,,,Y,N,,,,,Original NMR STAR version,VARCHAR(31),,,,,N,N,,,,,,,,,N,910,,,,,,0,1,n/a,Version of NMR-STAR in which the original entry was generated.,?,?,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,?,0,Entry,Original_NMR_STAR_version,?,?,N,,Y,N,line,,,,,Version of NMR-STAR in which the original entry was generated.,,N,,?,Entry information,1,n/a,Version of NMR-STAR in which the original entry was generated.,,,,?,?,?
1200,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Experimental_method,,Experimental method,C,,,Y,H,,B,,,Y,Y,,,,,Experimental method,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,920,,,,,,0,NMR,Experimental method,Enter the experimental method used to gather the data being submitted.,10800,1,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,NMR,1,Entry,Experimental_method,?,?,N,,Y,N,line,,,,,The experimental method used to gather the data in the entry is given as the value to this tag.,,N,,?,Entry information,NMR,Experimental method,Enter the experimental method used to gather the data being submitted.,,,,?,?,?
1210,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Experimental_method_subtype,,Experimental method subtype,C,,,Y,Y,,B,,,Y,Y,,,,,Experimental method subtype,VARCHAR(31),,,,,N,N,,,,,,,,,N,930,,,,,,0,Solution,Type of NMR method,Enter the type of NMR method used (e.g.$ solution$ solid-state$ theoretical$ etc.).,10800,1,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,solution,1,Entry,Experimental_method_subtype,?,?,N,,Y,N,line,,,,,Enter the type of NMR method used (e.g.$ solution$ solid-state (powder)$ theoretical$ etc.).,,N,,?,Entry information,Solution,Type of NMR method,Enter the type of NMR method used (e.g.$ solution$ solid-state$ theoretical$ etc.).,,,,?,?,?
